Comment[SystematicName]	Comment[GENE_SYMBOL]	Comment[GENE_NAME]	Comment[CYTOBAND]
NM_002333	LRP3	low density lipoprotein receptor-related protein 3	hs|19q13.11
NM_006134	TMEM50B	transmembrane protein 50B	hs|21q22.11
DQ839618			
THC2684423	XLOC_l2_008043		hs|2p15
NM_001034841	ITPRIPL2	inositol 1,4,5-trisphosphate receptor interacting protein-like 2	hs|16p12.3
DQ854992			
NM_016078	FAM18B1	family with sequence similarity 18, member B1	hs|17p11.2
AF116680			hs|8q11.21
NM_181054	HIF1A	hypoxia inducible factor 1, alpha subunit (basic helix-loop-helix transcription factor)	hs|14q23.2
NM_003679	KMO	kynurenine 3-monooxygenase (kynurenine 3-hydroxylase)	hs|1q43
NM_003348	UBE2N	ubiquitin-conjugating enzyme E2N	hs|12q22
XR_109695	LOC100506240	uncharacterized LOC100506240	hs|22q11.21
NR_024393	LOC727677	uncharacterized LOC727677	hs|8q24.21
ENST00000440800			hs|16p13.3
ENST00000411785	XLOC_002137		hs|2p14
NM_013230	CD24	CD24 molecule	hs|Yq11.222
TCONS_00013474	XLOC_006122		hs|7q11.21
NR_033319	MIAT		hs|22q12.1
TCONS_l2_00019377	XLOC_l2_010267		hs|3p11.1
NM_152415	VPS37A	vacuolar protein sorting 37 homolog A (S. cerevisiae)	hs|8p22
A_33_P3266990			hs|11p13
EF011065			
NM_005932	MIPEP	mitochondrial intermediate peptidase	hs|13q12.12
NM_172069	PLEKHH2	pleckstrin homology domain containing, family H (with MyTH4 domain) member 2	hs|2p21
NM_203425	C17orf82	chromosome 17 open reading frame 82	hs|17q23.2
A_33_P3220406			hs|18q21.1
NM_015679	TRUB2	TruB pseudouridine (psi) synthase homolog 2 (E. coli)	hs|9q34.11
NM_013275	ANKRD11	ankyrin repeat domain 11	hs|16q24.3
NM_007188	ABCB8	ATP-binding cassette, sub-family B (MDR/TAP), member 8	hs|7q36.1
NM_017878	HRASLS2	HRAS-like suppressor 2	hs|11q12.3
THC2519365	XLOC_012893		hs|18q23
NM_017947	MOCOS	molybdenum cofactor sulfurase	hs|18q12.2
NM_001008693	CST9	cystatin 9 (testatin)	hs|20p11.21
ENST00000423440	XLOC_007301		hs|9p21.3
ENST00000484152	FBRS	fibrosin	hs|16p11.2
NM_152289	ZNF561	zinc finger protein 561	hs|19p13.2
NM_002660	PLCG1	phospholipase C, gamma 1	hs|20q12
THC2644633	XLOC_l2_010511		hs|3q29
TCONS_l2_00014693	XLOC_l2_008133		hs|2q11.1
NM_024848	MORN1	MORN repeat containing 1	hs|1p36.32
NM_017546	C2orf29	chromosome 2 open reading frame 29	hs|2q11.2
NM_016510	SCLY	selenocysteine lyase	hs|2q37.3
NM_001024732	MECR	mitochondrial trans-2-enoyl-CoA reductase	hs|1p35.3
TCONS_l2_00020786	XLOC_l2_010855		hs|4q28.3
NM_014997	KLHDC10	kelch domain containing 10	hs|7q32.2
NM_001040441	ZBTB8A	zinc finger and BTB domain containing 8A	hs|1p35.1
NM_173822	FAM126B	family with sequence similarity 126, member B	hs|2q33.1
ENST00000390369			hs|7q34
ENST00000526556	XLOC_005263		hs|6p21.31
XR_109259	LOC100129781	uncharacterized LOC100129781	hs|16p13.12
ENST00000429657	XLOC_005523		hs|6q25.3
NM_013955	NOX1	NADPH oxidase 1	hs|Xq22.1
NM_016642	SPTBN5	spectrin, beta, non-erythrocytic 5	hs|15q15.1
NM_030899	ZNF323	zinc finger protein 323	hs|6p22.1
NM_003696	OR6A2	olfactory receptor, family 6, subfamily A, member 2	hs|11p15.4
ENST00000409310			hs|2p11.2
NM_012257	HBP1	HMG-box transcription factor 1	hs|7q22.3
NM_018708	FEM1A	fem-1 homolog a (C. elegans)	hs|19p13.3
TCONS_00006346	XLOC_002967		hs|3q28
NM_003999	OSMR	oncostatin M receptor	hs|5p13.1
NM_000145	FSHR	follicle stimulating hormone receptor	hs|2p16.3
NM_032344	NUDT22	nudix (nucleoside diphosphate linked moiety X)-type motif 22	hs|11q13.1
E1A_r60_n11			
XR_109615	LOC100505944	uncharacterized LOC100505944	hs|20q13.12
NM_000142	FGFR3	fibroblast growth factor receptor 3	hs|4p16.3
A_24_P723735			hs|16p11.2
AK023515	XLOC_l2_008343		hs|2q31.1
ENST00000420807	XLOC_000508		hs|1q31.2
NR_033205	LOC404266	uncharacterized LOC404266	
NR_001280	PCDHB17	protocadherin beta 17 pseudogene	hs|5q31.3
EF011069			
TCONS_00014636	XLOC_006730		hs|8p21.3
XR_110793	LOC100507284	uncharacterized LOC100507284	hs|9p11.2
THC2528869			hs|2q21.1
NM_014980	STXBP5L	syntaxin binding protein 5-like	hs|3q13.33
ERCC-00053_71			
ENST00000444965	XLOC_008907		hs|10q23.33
XM_003119122	LOC100506173	putative killer cell immunoglobulin-like receptor like protein KIR3DP1-like	
NR_002908	SNORD20	small nucleolar RNA, C/D box 20	hs|2q37.1
NR_026566	BMS1P1	BMS1 pseudogene 1	hs|10q11.22
NM_020922	WNK3	WNK lysine deficient protein kinase 3	hs|Xp11.22
TCONS_00002078	XLOC_000266		hs|1p31.1
NM_032299	DCUN1D5	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	hs|11q22.3
NM_018173	PLEKHG6	pleckstrin homology domain containing, family G (with RhoGef domain) member 6	hs|12p13.31
ERCC-00028_121			
NM_000868	HTR2C	5-hydroxytryptamine (serotonin) receptor 2C	hs|Xq23
TCONS_00021794	XLOC_010397		hs|13q14.3
NM_001011554	SLC13A3	solute carrier family 13 (sodium-dependent dicarboxylate transporter), member 3	hs|20q13.12
NR_033245	LOC641746	glycine cleavage system protein H (aminomethyl carrier) pseudogene	hs|7q11.21
TCONS_00005245	XLOC_002301		hs|2q14.3
ENST00000446476	XLOC_005530		hs|6q26
NM_012219	MRAS	muscle RAS oncogene homolog	hs|3q22.3
3xSLv1			
NM_000014	A2M	alpha-2-macroglobulin	hs|12p13.31
NM_005320	HIST1H1D	histone cluster 1, H1d	hs|6p22.2
XM_003120038	LOC100509247	uncharacterized LOC100509247	hs|7p11.2
NR_024015	TDRG1	testis development related protein 1	hs|6p21.2
TCONS_l2_00001463	XLOC_l2_001066		hs|1p13.1
NM_001242600	RBM39	RNA binding motif protein 39	hs|20q11.22
NM_001855	COL15A1	collagen, type XV, alpha 1	hs|9q22.33
BQ216890	XLOC_l2_014001		
NM_144721	THAP6	THAP domain containing 6	hs|4q21.1
NM_000963	PTGS2	prostaglandin-endoperoxide synthase 2 (prostaglandin G/H synthase and cyclooxygenase)	hs|1q31.1
DQ668359			
NM_001080531	C4orf51	chromosome 4 open reading frame 51	hs|4q31.21
A_33_P3221648			hs|3q21.2
NM_080656	CDKN2AIPNL	CDKN2A interacting protein N-terminal like	hs|5q31.1
AK024487	ZNF598	zinc finger protein 598	hs|16p13.3
TCONS_00028340	XLOC_013688		hs|20p11.21
NM_006598	SLC12A7	solute carrier family 12 (potassium/chloride transporters), member 7	hs|5p15.33
NR_027317	C3orf65	chromosome 3 open reading frame 65	hs|3q27.2
NM_024074	TMEM38A	transmembrane protein 38A	hs|19p13.11
NM_004643	PABPN1	poly(A) binding protein, nuclear 1	hs|14q11.2
NM_080611	DUSP15	dual specificity phosphatase 15	hs|20q11.21
NM_001786	CDK1	cyclin-dependent kinase 1	hs|10q21.2
TCONS_00020434	XLOC_009764		hs|12q13.13
ENST00000283225			hs|1q44
NM_000576	IL1B	interleukin 1, beta	hs|2q13
NM_152528	WDSUB1	WD repeat, sterile alpha motif and U-box domain containing 1	hs|2q24.2
NM_023076	UNKL	unkempt homolog (Drosophila)-like	hs|16p13.3
NM_021130	PPIA	peptidylprolyl isomerase A (cyclophilin A)	hs|7p13
THC2660860	XLOC_012810		hs|18q12.1
NM_020342	SLC39A10	solute carrier family 39 (zinc transporter), member 10	hs|2q32.3
E1A_r60_1			
NM_001003799	TARP	TCR gamma alternate reading frame protein	hs|7p14.1
ENST00000463799	XLOC_l2_010270		hs|3q11.2
NM_000017	ACADS	acyl-CoA dehydrogenase, C-2 to C-3 short chain	hs|12q24.31
NM_147204	TRPV4	transient receptor potential cation channel, subfamily V, member 4	hs|12q24.11
A_33_P3222664			hs|6p22.1
NM_020706	SCAF4	SR-related CTD-associated factor 4	hs|21q22.11
NR_029401	LOC731275	uncharacterized LOC731275	hs|1q43
NM_013314	BLNK	B-cell linker	hs|10q24.1
DQ668365			
NM_015092	SMG1	smg-1 homolog, phosphatidylinositol 3-kinase-related kinase (C. elegans)	hs|16p12.3
BX648922	XLOC_012583		hs|17q25.3
ENST00000509666	XLOC_003916		hs|4p15.1
ENST00000555138			hs|12q13.2
NM_005764	PDZK1IP1	PDZK1 interacting protein 1	hs|1p33
NM_002757	MAP2K5	mitogen-activated protein kinase kinase 5	hs|15q23
NM_175839	SMOX	spermine oxidase	hs|20p13
NM_002084	GPX3	glutathione peroxidase 3 (plasma)	hs|5q33.1
XR_113275	LOC100130547	uncharacterized LOC100130547	hs|9q34.3
NM_015480	PVRL3	poliovirus receptor-related 3	hs|3q13.13
DQ516791			
NM_004861	GAL3ST1	galactose-3-O-sulfotransferase 1	hs|22q12.2
XM_003119544	LOC100508384	uncharacterized LOC100508384	hs|12q24.33
NR_023915	IPW	imprinted in Prader-Willi syndrome (non-protein coding)	hs|15q11.2
NM_015378	VPS13D	vacuolar protein sorting 13 homolog D (S. cerevisiae)	hs|1p36.22
A_33_P3378318			hs|10q11.21
NM_001079858	GPR64	G protein-coupled receptor 64	hs|Xp22.13
NM_015239	AGTPBP1	ATP/GTP binding protein 1	hs|9q21.33
NM_025249	KIAA1683	KIAA1683	hs|19p13.11
NM_004160	PYY	peptide YY	hs|17q21.31
TCONS_l2_00002974	XLOC_l2_001549		hs|10p11.21
NM_006887	ZFP36L2	zinc finger protein 36, C3H type-like 2	hs|2p21
ENST00000333139			hs|11q13.2
NM_182506	MAGEB10	melanoma antigen family B, 10	hs|Xp21.3
ETG09_35454			
THC2638461	XLOC_013549		hs|20q13.13
DQ875385			
EF011069			
NM_033176	NKX2-4	NK2 homeobox 4	hs|20p11.22
NM_001137550	LRRFIP1	leucine rich repeat (in FLII) interacting protein 1	hs|2q37.3
ENST00000390634			hs|14q32.33
NM_053045	TMEM203	transmembrane protein 203	hs|9q34.3
XR_109656	LOC441956	uncharacterized LOC441956	
DQ459418			
NM_003980	MAP7	microtubule-associated protein 7	hs|6q23.3
NR_003076	SNORD98	small nucleolar RNA, C/D box 98	hs|10q21.3
TCONS_l2_00015431	XLOC_l2_007478		hs|2q12.2
NR_026835	FLJ37201	tigger transposable element derived 2 pseudogene	hs|10q23.31
NM_033546	MYL12B	myosin, light chain 12B, regulatory	hs|18p11.31
NM_014321	ORC6	origin recognition complex, subunit 6	hs|16q11.2
NR_002714	REG1P	regenerating islet-derived 1 pseudogene	hs|2p12
A_33_P3414017			hs|7p22.3
NM_014508	APOBEC3C	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3C	hs|22q13.1
ENST00000513812	XLOC_004472		hs|5q14.3
NM_003546	HIST1H4L	histone cluster 1, H4l	hs|6p22.1
NR_026960	LINC00319	long intergenic non-protein coding RNA 319	hs|21q22.3
DQ516763			
NM_006937	SUMO2	SMT3 suppressor of mif two 3 homolog 2 (S. cerevisiae)	hs|17q25.1
ENST00000390435			hs|14q11.2
BC034786	XLOC_010732		hs|13q34
NM_001193478	CDADC1	cytidine and dCMP deaminase domain containing 1	hs|13q14.2
NM_000526	KRT14	keratin 14	hs|17q21.2
NM_001024601	C1orf227	chromosome 1 open reading frame 227	hs|1q32.3
NM_000996	RPL35A	ribosomal protein L35a	hs|3q29
ENST00000454172	XLOC_l2_013052		hs|6q14.3
ENST00000446012	XLOC_008762		hs|10p12.1
NM_181453	GCC2	GRIP and coiled-coil domain containing 2	hs|2q12.3
ENST00000490164	PCGF5	polycomb group ring finger 5	hs|10q23.32
NM_018475	TMEM165	transmembrane protein 165	hs|4q12
NM_003709	KLF7	Kruppel-like factor 7 (ubiquitous)	hs|2q33.3
NM_004076	CRYBB3	crystallin, beta B3	hs|22q11.23
NM_152462	SLC35G3	solute carrier family 35, member G3	hs|17q12
ENST00000507989	XLOC_004242		hs|5p15.33
NM_014736	KIAA0101	KIAA0101	hs|15q22.31
NM_006711	RNPS1	RNA binding protein S1, serine-rich domain	hs|16p13.3
NM_015085	RAP1GAP2	RAP1 GTPase activating protein 2	hs|17p13.3
NM_000254	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	hs|1q43
ENST00000492352	XLOC_001362		hs|2p24.3
TCONS_l2_00000470	XLOC_l2_000339		hs|1p13.3
AK123339	LOC100132207	uncharacterized LOC100132207	hs|3q22.1
NM_003535	HIST1H3J	histone cluster 1, H3j	hs|6p22.1
TCONS_00003618	XLOC_001407		hs|2p23.2
AK027155	XLOC_l2_010118		hs|3p25.1
NM_001085386	NFE4	transcription factor NF-E4	hs|7q22.1
TCONS_00028638	XLOC_013684		hs|20p11.21
NM_170589	CASC5	cancer susceptibility candidate 5	hs|15q15.1
NM_007252	POU6F2	POU class 6 homeobox 2	hs|7p14.1
NM_020853	KIAA1467	KIAA1467	hs|12p13.1
NM_018138	TBCCD1	TBCC domain containing 1	hs|3q27.3
NM_001136503	C19orf77	chromosome 19 open reading frame 77	hs|19p13.3
ENST00000458264	XLOC_001958		hs|2p25.2
NM_152283	ZFP62	zinc finger protein 62 homolog (mouse)	hs|5q35.3
NM_003560	PLA2G6	phospholipase A2, group VI (cytosolic, calcium-independent)	hs|22q13.1
BC021996	XLOC_l2_013029		hs|6q12
TCONS_00010056	XLOC_004504		hs|5q21.3
NM_080662	PEX11G	peroxisomal biogenesis factor 11 gamma	hs|19p13.2
NR_003716	HOTAIR	HOX transcript antisense RNA (non-protein coding)	hs|12q13.13
NM_173463	CCDC149	coiled-coil domain containing 149	hs|4p15.2
NM_003924	PHOX2B	paired-like homeobox 2b	hs|4p13
TCONS_00012637	XLOC_005571		hs|6p25.3
NM_001113402	AMN1	antagonist of mitotic exit network 1 homolog (S. cerevisiae)	hs|12p11.21
NM_006429	CCT7	chaperonin containing TCP1, subunit 7 (eta)	hs|2p13.2
TCONS_00020939	XLOC_010210		hs|12q24.21
ENST00000400768			hs|2q37.3
NM_153612	HS3ST5	heparan sulfate (glucosamine) 3-O-sulfotransferase 5	hs|6q21
NR_002185	OR7E91P	olfactory receptor, family 7, subfamily E, member 91 pseudogene	hs|2p13.3
TCONS_00029173	XLOC_014112		hs|21q22.3
NM_006261	PROP1	PROP paired-like homeobox 1	hs|5q35.3
NM_014831	TRANK1	tetratricopeptide repeat and ankyrin repeat containing 1	hs|3p22.2
TCONS_l2_00030902	XLOC_l2_015893		hs|Yq11.221
NM_001136265	IFFO2	intermediate filament family orphan 2	hs|1p36.13
NM_031294	LRRC48	leucine rich repeat containing 48	hs|17p11.2
NM_005543	INSL3	insulin-like 3 (Leydig cell)	hs|19p13.11
NM_001113434	C17orf51	chromosome 17 open reading frame 51	hs|17p11.2
BC030121	XLOC_004726		hs|5p15.31
NM_001195597	LOC100507203	uncharacterized LOC100507203	hs|6q23.1
NM_001080849	DNLZ	DNL-type zinc finger	hs|9q34.3
NM_007183	PKP3	plakophilin 3	hs|11p15.5
TCONS_l2_00025018	XLOC_l2_013193		hs|6q26
NR_038256	LOC100507206	uncharacterized LOC100507206	hs|12q24.32
NM_020194	MFF	mitochondrial fission factor	hs|2q36.3
NR_015419	LOC145783	uncharacterized LOC145783	hs|15q21.3
NM_005660	SLC35A2	solute carrier family 35 (UDP-galactose transporter), member A2	hs|Xp11.23
NM_152591	CCDC63	coiled-coil domain containing 63	hs|12q24.11
ENST00000443479			hs|21q21.1
NM_012072	CD93	CD93 molecule	hs|20p11.21
NM_175629	DNMT3A	DNA (cytosine-5-)-methyltransferase 3 alpha	hs|2p23.3
A_33_P3286789			hs|3q25.1
NM_152390	TMEM178	transmembrane protein 178	hs|2p22.1
NM_032415	CARD11	caspase recruitment domain family, member 11	hs|7p22.2
TCONS_l2_00026014	XLOC_l2_013480		hs|7q11.23
NM_032445	MEGF11	multiple EGF-like-domains 11	hs|15q22.31
ENST00000415910	XLOC_l2_000339		hs|1p13.3
NM_001012455	ZSCAN23	zinc finger and SCAN domain containing 23	hs|6p22.1
TCONS_00006163	XLOC_002769		hs|3q13.31
NM_014765	TOMM20	translocase of outer mitochondrial membrane 20 homolog (yeast)	hs|1q42.3
BX648489	FAM182B	family with sequence similarity 182, member B	hs|20p11.1
NM_173563	C6orf146	chromosome 6 open reading frame 146	hs|6p25.2
NM_020184	CNNM4	cyclin M4	hs|2q11.2
NM_144987	U2AF1L4	U2 small nuclear RNA auxiliary factor 1-like 4	hs|19q13.12
NM_004872	TMEM59	transmembrane protein 59	hs|1p32.3
NM_016147	PPME1	protein phosphatase methylesterase 1	hs|11q13.4
NR_003367	PVT1		hs|8q24.21
NM_001160224	RNF170	ring finger protein 170	hs|8p11.21
NM_001105576	ANKRD58	ankyrin repeat domain 58	hs|Xq24
NM_174911	FAM84B	family with sequence similarity 84, member B	hs|8q24.21
TCONS_00015327	XLOC_006878		hs|8q22.2
NM_020932	MAGEE1	melanoma antigen family E, 1	hs|Xq13.3
TCONS_00024308	XLOC_011618		hs|16p13.3
NM_001033045	GPR155	G protein-coupled receptor 155	hs|2q31.1
NM_005873	RGS19	regulator of G-protein signaling 19	hs|20q13.33
TCONS_00024693	XLOC_011973		hs|16q21
NR_040091	LOC100506990	uncharacterized LOC100506990	hs|8p23.1
NM_004726	REPS2	RALBP1 associated Eps domain containing 2	hs|Xp22.13
NM_001110514	EBF4	early B-cell factor 4	hs|20p13
NM_000147	FUCA1	fucosidase, alpha-L- 1, tissue	hs|1p36.11
XR_110521	LOC100506941	uncharacterized LOC100506941	hs|11q23.2
ENST00000429389	XLOC_000681		hs|1p36.32
NM_015088	TNRC6B	trinucleotide repeat containing 6B	hs|22q13.1
NM_175868	MAGEA6	melanoma antigen family A, 6	hs|Xq28
NM_138285	NUP35	nucleoporin 35kDa	hs|2q32.1
ENST00000390441			hs|14q11.2
NM_001012984	C16orf86	chromosome 16 open reading frame 86	hs|16q22.1
NM_001114091	CDC27	cell division cycle 27 homolog (S. cerevisiae)	hs|17q21.32
NM_207128	PAOX	polyamine oxidase (exo-N4-amino)	hs|10q26.3
A_33_P3262074			hs|11q12.1
NM_000474	TWIST1	twist homolog 1 (Drosophila)	hs|7p21.1
NM_033131	WNT3A	wingless-type MMTV integration site family, member 3A	hs|1q42.13
NM_001014811	ME3	malic enzyme 3, NADP(+)-dependent, mitochondrial	hs|11q14.2
TCONS_l2_00010003	XLOC_l2_005393		hs|16p13.13
NM_000296	PKD1	polycystic kidney disease 1 (autosomal dominant)	hs|16p13.3
XR_109940	LOC100506934	uncharacterized LOC100506934	hs|2p16.1
NM_001198834	PDE4DIP	phosphodiesterase 4D interacting protein	hs|1q21.1
NM_152291	MUC7	mucin 7, secreted	hs|4q13.3
A_33_P3358905			hs|9p11.2
NM_004412	TRDMT1	tRNA aspartic acid methyltransferase 1	hs|10p13
ERCC-00053_71			
NM_017544	NKRF	NFKB repressing factor	hs|Xq24
NM_153818	PEX10	peroxisomal biogenesis factor 10	hs|1p36.32
NM_004665	VNN2	vanin 2	hs|6q23.2
NM_033035	TSLP	thymic stromal lymphopoietin	hs|5q22.1
NM_002518	NPAS2	neuronal PAS domain protein 2	hs|2q11.2
NM_014140	SMARCAL1	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a-like 1	hs|2q35
NR_002971	SNORA38	small nucleolar RNA, H/ACA box 38	hs|6p21.33
ENST00000443539			hs|12q24.33
XR_109239	GS52	uncharacterized LOC100287301	hs|16p13.3
ENST00000552745			
NM_030570	UPK3B	uroplakin 3B	hs|7q11.23
NM_020371	AVEN	apoptosis, caspase activation inhibitor	hs|15q14
NM_033641	COL4A6	collagen, type IV, alpha 6	hs|Xq22.3
NM_139170	C16orf71	chromosome 16 open reading frame 71	hs|16p13.3
NM_002076	GNS	glucosamine (N-acetyl)-6-sulfatase	hs|12q14.3
NM_007250	KLF8	Kruppel-like factor 8	hs|Xp11.21
TCONS_00006285	XLOC_002890		hs|3q25.31
XR_109753	LOC100507599	uncharacterized LOC100507599	hs|22q12.1
NM_024036	LRFN4	leucine rich repeat and fibronectin type III domain containing 4	hs|11q13.2
NR_002972	SNORA39	small nucleolar RNA, H/ACA box 39	hs|20q11.23
XM_001722643	LOC285095	uncharacterized LOC285095	hs|2q37.3
E1A_r60_a22			
ENST00000482639	XLOC_l2_010382		hs|3q25.1
A_33_P3414022			hs|1q21.1
TCONS_00018301	XLOC_008577		hs|10q24.2
NM_000284	PDHA1	pyruvate dehydrogenase (lipoamide) alpha 1	hs|Xp22.12
THC2731813	XLOC_006350		hs|7p21.3
ENST00000326348			hs|17q25.1
NM_144777	SCEL	sciellin	hs|13q22.3
NM_170589	CASC5	cancer susceptibility candidate 5	hs|15q15.1
NM_080616	C20orf112	chromosome 20 open reading frame 112	hs|20q11.21
THC2703908			hs|2q13
AB209015	NCALD	neurocalcin delta	hs|8q22.3
NM_002601	PDE6D	phosphodiesterase 6D, cGMP-specific, rod, delta	hs|2q37.1
AK130724			hs|15q24.2
NM_152665	TCTEX1D1	Tctex1 domain containing 1	hs|1p31.3
ENST00000372244	TMEM53	transmembrane protein 53	hs|1p34.1
E1A_r60_3			
NM_004356	CD81	CD81 molecule	hs|11p15.5
NM_020827	KIAA1430	KIAA1430	hs|4q35.1
NM_031474	NRIP2	nuclear receptor interacting protein 2	hs|12p13.33
NM_032390	MKI67IP	MKI67 (FHA domain) interacting nucleolar phosphoprotein	hs|2q14.3
NM_001082	CYP4F2	cytochrome P450, family 4, subfamily F, polypeptide 2	hs|19p13.12
NM_032899	FAM83A	family with sequence similarity 83, member A	hs|8q24.13
NM_030806	C1orf21	chromosome 1 open reading frame 21	hs|1q25.3
DQ516748			
NR_026803	FAM74A1	family with sequence similarity 74, member A1	hs|9p13.1
NM_001001953	OR10G9	olfactory receptor, family 10, subfamily G, member 9	hs|11q24.1
NM_178161	PTF1A	pancreas specific transcription factor, 1a	hs|10p12.2
XR_109666	LOC100506284	uncharacterized LOC100506284	hs|21q22.11
NM_145808	MTPN	myotrophin	hs|7q33
NM_018641	CHST12	carbohydrate (chondroitin 4) sulfotransferase 12	hs|7p22.3
NM_152622	MIER3	mesoderm induction early response 1, family member 3	hs|5q11.2
NM_004456	EZH2	enhancer of zeste homolog 2 (Drosophila)	hs|7q36.1
AF339799	XLOC_010477		hs|13q32.2
NM_015698	GPKOW	G patch domain and KOW motifs	hs|Xp11.23
TCONS_00025784	XLOC_012592		hs|17q25.3
AK092226	PIEZO2	piezo-type mechanosensitive ion channel component 2	hs|18p11.22
ENST00000373159	TRAPPC3	trafficking protein particle complex 3	hs|1p34.3
NM_001036646	HHLA3	HERV-H LTR-associating 3	hs|1p31.1
NR_034105	CRNDE		hs|16q12.2
NM_032711	MAFG	v-maf musculoaponeurotic fibrosarcoma oncogene homolog G (avian)	hs|17q25.3
THC2755124	XLOC_001640		hs|2q14.2
NR_003943	SNORD77	small nucleolar RNA, C/D box 77	hs|1q25.1
NR_026752	CROCCP2	ciliary rootlet coiled-coil, rootletin pseudogene 2	hs|1p36.13
NM_007145	ZNF146	zinc finger protein 146	hs|19q13.12
THC2657342	XLOC_009868		hs|12q23.3
DQ516791			
NM_021097	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1	hs|2p22.1
NM_018476	BEX1	brain expressed, X-linked 1	hs|Xq22.1
ENST00000525429			hs|11q24.2
NR_001560	CYCSP52	cytochrome c, somatic pseudogene 52	hs|1q23.1
NR_034079	LOC643733	caspase 4, apoptosis-related cysteine peptidase pseudogene	hs|11q22.3
NM_031274	TEX13A	testis expressed 13A	hs|Xq22.3
NR_002710	ALOX12P2	arachidonate 12-lipoxygenase pseudogene 2	hs|17p13.1
NM_017593	BMP2K	BMP2 inducible kinase	hs|4q21.21
TCONS_00006293	XLOC_002900		hs|3q26.1
NM_015677	SH3YL1	SH3 domain containing, Ysc84-like 1 (S. cerevisiae)	hs|2p25.3
ENST00000397313			hs|12q24.33
NM_152556	C7orf60	chromosome 7 open reading frame 60	hs|7q31.1
NM_004763	ITGB1BP1	integrin beta 1 binding protein 1	hs|2p25.1
DQ883642			
NM_013320	HCFC2	host cell factor C2	hs|12q23.3
NM_021956	GRIK2	glutamate receptor, ionotropic, kainate 2	hs|6q16.3
NM_002976	SCN7A	sodium channel, voltage-gated, type VII, alpha	hs|2q24.3
DQ516782			
DQ883652			
NM_022909	CENPH	centromere protein H	hs|5q13.2
NM_021931	DHX35	DEAH (Asp-Glu-Ala-His) box polypeptide 35	hs|20q12
NM_184086	TRIM55	tripartite motif containing 55	hs|8q13.1
A_33_P3376745			hs|15q26.1
DQ883661			
NM_016551	TM7SF3	transmembrane 7 superfamily member 3	hs|12p11.23
NM_006992	LRRC23	leucine rich repeat containing 23	hs|12p13.31
